469,ahri,Diana,49.61,64504,middle
470,ahri,Kayle,49.55,5936,middle
471,ahri,Quinn,49.33,2406,middle
472,ahri,Katarina,49.24,86345,middle
473,ahri,Dr. Mundo,49.04,575,middle
474,ahri,Aurelion Sol,49.04,9553,middle
475,ahri,Urgot,48.91,1006,middle
476,ahri,Master Yi,48.86,2145,middle
477,ahri,Xerath,48.69,33164,middle
478,ahri,Veigar,48.64,71158,middle
479,ahri,Malzahar,48.55,43982,middle
480,ahri,Yasuo,48.5,159235,middle
481,ahri,Rumble,48.45,10867,middle
482,ahri,Tristana,48.42,7493,middle
483,ahri,Heimerdinger,48.35,14154,middle
484,ahri,Fizz,48.01,87675,middle
485,ahri,Zac,47.88,944,middle
486,ahri,Lux,47.8,84933,middle
487,ahri,Zed,47.7,172968,middle
488,ahri,Vel'Koz,47.68,28045,middle
489,ahri,Annie,47.54,47228,middle
490,ahri,Kha'Zix,47.2,428,middle
491,ahri,Kled,47.14,1888,middle
492,ahri,Karthus,46.98,4140,middle
493,ahri,Morgana,46.97,16381,middle
494,ahri,Maokai,46.79,639,middle
495,ahri,Zilean,46.64,7573,middle
496,ahri,Swain,46.03,12482,middle
497,ahri,Yorick,44.89,352,middle
498,ahri,Taric,39.6,1740,middle
499,ahri,Kalista,50.51,198,bottom
500,ahri,Xayah,49.33,371,bottom
501,ahri,Yasuo,49.25,335,bottom
502,ahri,Draven,48.11,449,bottom
503,ahri,Sivir,47.41,270,bottom
504,ahri,Aphelios,47.34,319,bottom
505,ahri,Ezreal,47.19,2530,bottom
506,ahri,Varus,47,217,bottom
507,ahri,Lucian,46.82,1273,bottom
508,ahri,Samira,46.8,579,bottom
509,ahri,Kai'Sa,46.72,1173,bottom
510,ahri,Ashe,46.09,2215,bottom
511,ahri,Jinx,45.82,969,bottom
512,ahri,Veigar,44.95,109,bottom
513,ahri,Senna,44.54,586,bottom
514,ahri,Miss Fortune,44.32,1708,bottom
515,ahri,Tristana,43.96,712,bottom
516,ahri,Vayne,43.87,1167,bottom
517,ahri,Caitlyn,43.64,2743,bottom
518,ahri,Twitch,42.8,472,bottom
519,ahri,Jhin,42.24,1972,bottom
520,ahri,Kog'Maw,38.18,110,bottom
521,ahri,Tahm Kench,62.5,176,support
522,ahri,Ashe,60.61,132,support
523,ahri,Miss Fortune,57.79,199,support
524,ahri,Annie,54.96,131,support
525,ahri,Neeko,53.12,369,support
526,ahri,Zac,51.3,115,support
527,ahri,Veigar,51.18,467,support
528,ahri,Rakan,50.93,1025,support
529,ahri,Sett,50,860,support
530,ahri,Pyke,49.63,3131,support
531,ahri,Taric,49.56,458,support
532,ahri,Thresh,49.48,3967,support
533,ahri,Shen,49.34,381,support
534,ahri,Karma,49.34,914,support
535,ahri,Alistar,49.33,975,support
536,ahri,Galio,49.2,435,support
537,ahri,Pantheon,48.84,1904,support
538,ahri,Braum,48.68,758,support
539,ahri,Teemo,48.66,187,support
540,ahri,Senna,48.56,2848,support
541,ahri,Leona,48.31,3161,support
542,ahri,Nautilus,48.16,2928,support
543,ahri,Soraka,48.05,1819,support
544,ahri,Nami,47.79,1201,support
545,ahri,Lux,47.58,6097,support
546,ahri,Zyra,47.54,1302,support
547,ahri,Brand,47.54,1887,support
548,ahri,Morgana,47.48,4309,support
549,ahri,Lulu,47.11,2528,support
550,ahri,Malphite,46.86,1097,support
551,ahri,Vel'Koz,46.74,783,support
552,ahri,Xerath,46.71,987,support
553,ahri,Zilean,46.33,736,support
554,ahri,Bard,46.15,858,support
555,ahri,Blitzcrank,46.1,2961,support
556,ahri,Yuumi,45.87,2969,support
557,ahri,Sona,45.68,1480,support
558,ahri,Janna,45.12,860,support
559,ahri,Swain,43.54,1833,support
560,ahri,Maokai,43.19,653,support
561,ahri,Fiddlesticks,43.18,132,support
562,ahri,Shaco,42.35,451,support
563,akali,Yuumi,73.02,252,top
564,akali,Nunu,64.98,434,top
565,akali,Blitzcrank,63.09,149,top
566,akali,Thresh,62.63,198,top
567,akali,Kindred,61.41,184,top
568,akali,Evelynn,61.38,145,top
569,akali,Aurelion Sol,60.99,182,top
570,akali,Elise,60.71,112,top
571,akali,Leona,59.17,360,top
572,akali,Ezreal,58.13,1089,top
573,akali,Caitlyn,57.48,722,top
574,akali,Ashe,57.48,642,top
575,akali,Sona,56.35,126,top
576,akali,Kai'Sa,55.73,323,top
577,akali,Lee Sin,55.71,587,top
578,akali,Rek'Sai,55.28,161,top
579,akali,Miss Fortune,55.21,288,top
580,akali,Taric,55.14,243,top
581,akali,Varus,54.72,106,top
582,akali,Bard,54.7,117,top
583,akali,Aphelios,54.05,111,top
584,akali,Alistar,53.74,361,top
585,akali,Olaf,53.63,4468,top
586,akali,Jinx,53.42,146,top
587,akali,Xerath,53.4,206,top
588,akali,Brand,53.35,553,top
589,akali,Samira,53.1,2616,top
590,akali,Azir,52.85,369,top
591,akali,Kha'Zix,52.7,370,top
592,akali,Senna,52.57,1301,top
593,akali,Janna,52.54,177,top
594,akali,Kalista,52.21,3197,top
595,akali,Udyr,51.81,1849,top
596,akali,Viktor,51.68,1194,top
597,akali,Cassiopeia,51.67,3404,top
598,akali,Karma,51.64,2132,top
599,akali,Xin Zhao,51.56,1726,top
600,akali,Jhin,51.52,656,top
601,akali,Amumu,51.52,660,top
602,akali,Vladimir,51.24,24030,top
603,akali,Vi,51.22,617,top
604,akali,Master Yi,51.18,3341,top
605,akali,Nidalee,50.99,810,top
606,akali,Mordekaiser,50.97,59159,top
607,akali,Lux,50.96,728,top
608,akali,Vayne,50.75,17536,top
609,akali,Jax,50.7,46454,top
610,akali,Volibear,50.64,17876,top
611,akali,Soraka,50.64,707,top
612,akali,Talon,50.54,1472,top
613,akali,Trundle,50.49,2157,top
614,akali,Tahm Kench,50.45,6713,top
615,akali,Yone,50.43,23103,top
616,akali,Ekko,50.34,2237,top
617,akali,Qiyana,50.28,539,top
618,akali,Rammus,50.22,1344,top
619,akali,Anivia,50.2,512,top
620,akali,Shyvana,50.1,2487,top
621,akali,Graves,50.03,1491,top
622,akali,Zyra,50,156,top
623,akali,Pantheon,49.99,4757,top
624,akali,Irelia,49.96,51787,top
625,akali,Lillia,49.94,4347,top
626,akali,Katarina,49.94,1702,top
627,akali,Ziggs,49.88,401,top
628,akali,Ryze,49.84,6375,top
629,akali,Gnar,49.79,14006,top
630,akali,Zoe,49.79,470,top
631,akali,Sejuani,49.74,382,top
632,akali,Sylas,49.72,28831,top
633,akali,LeBlanc,49.68,946,top
634,akali,Jayce,49.55,22475,top
635,akali,Fizz,49.48,1643,top
636,akali,Tristana,49.42,1287,top
637,akali,Jarvan IV,49.41,595,top
638,akali,Orianna,49.32,740,top
639,akali,Rumble,49.27,10431,top
640,akali,Cho'Gath,49.26,12418,top
641,akali,Gangplank,49.22,16124,top
642,akali,Nocturne,49.2,2185,top
643,akali,Pyke,49.14,755,top
644,akali,Gragas,49.09,2905,top
645,akali,Ornn,49.02,35508,top
646,akali,Twitch,49.02,204,top
647,akali,Heimerdinger,48.88,6266,top
648,akali,Lucian,48.85,30479,top
649,akali,Kog'Maw,48.82,170,top
650,akali,Camille,48.72,48808,top
651,akali,Sett,48.66,44897,top
652,akali,Aatrox,48.64,27193,top
